code,stop_name,street_name,lat,lng,route
PJ799,ST JOSEPH'S INSTITUTION,PERS. DAMANSARA INDAH,3.139498,101.595,T807
PJ824,TROPICANA AVENUE,PERSIARAN TROPICANA,3.137069,101.595182,T807
PJ825,MENARA LIEN HOE,PERSIARAN TROPICANA,3.130693,101.594714,T807
PJ826,DAMANSARA LAGENDA,JLN PJU 1A/1,3.124665,101.593298,T807
PJ827,IDAMAN VILLAS,JLN PJU 1A/1,3.121134,101.592087,T807
PJ828,TAIPAN 1 (OPP),JLN PJU 1A/1,3.119509,101.590609,T807
PJ829,WINCHESTER,JLN PJU 1A/3,3.11804,101.591067,T807
PJ671,LRT LEMBAH SUBANG,JLN PJU 1A/46,3.112106,101.590661,T807
PJ672,PUSAT DAGANGAN NZX,JLN PJU 1A/41,3.114517,101.590901,T807
PJ673,WHINCHESTER (OPP),JLN PJU 1A/3,3.117709,101.590835,T807
PJ400,ARA PERMATA,JLN PJU 1A/1,3.118196,101.58864,T807
PJ830,BALAI POLIS ARA DAMANSARA,JLN PJU 1A/1,3.117502,101.584574,T807
PJ831,DATARAN ARA DAMANSARA,JLN PJU 1A/20,3.120261,101.579975,T807
PJ19,ARA VISTA,JLN PJU 1A/3,3.122195,101.581841,T807
PJ832,ARA PUTRA (OPP),JLN PJU 1A/3,3.123494,101.584634,T807
PJ20,MAISSON CONDO,JLN PJU 1A/3,3.121732,101.588833,T807
PJ833,TAIPAN 1,JLN PJU 1A/1,3.119816,101.590602,T807
PJ834,DAMANSARA IDAMAN,JLN PJU 1A/1,3.122023,101.59238,T807
PJ835,DAMANSARA LAGENDA (OPP),JLN PJU 1A/1,3.124664,101.593049,T807
PJ511,TROPICANA GOLF CLUB,PERS. TROPICANA,3.128577,101.5937,T807
PJ806,TROPICANA GRANDE,PERS TROPICANA,3.131807,101.5946,T807
PJ807,CASA TROPICANA,PERS TROPICANA,3.137176,101.5949,T807
PJ800,SUNWAY SUTERA,JLN TROPICANA UTAMA,3.138238,101.5979,T807
PJ808,CITA DAMANSARA,JLN PJU 3/22,3.146468,101.599,T807
PJ368,MRT SURIAN PINTU B,PERS SURIAN,3.149946,101.593092,T808
PJ795,DATARAN SUNWAY TIMUR,JLN PJU 5/1,3.151753,101.595633,T808
PJ796,THE STRAND TIMUR,JLN PJU 5/1,3.15536,101.5956,T808
PJ797,PANGSAPURI DEDAP BLOK 10,JLN PJU 5/1,3.158178,101.595097,T808
PJ83,SRK SEKSYEN 11,JLN KENYALANG 11/3,3.16021267,101.5946349,T808
PJ662,D'VILLA AVENUE,JLN KENYALANG 11/3,3.162025,101.59132,T808
PJ81,AEON BIG KD,PERS MAHOGANI,3.159765,101.591103,T808
PJ798,PANGSAPURI DEDAP BLOK 1,PERS MAHOGANI,3.157844,101.591353,T808
PJ86,THE STRAND BARAT,PERS MAHOGANI,3.154472,101.591047,T808
PJ663,DATARAN SUNWAY BARAT,PERS MAHOGANI,3.152207,101.590852,T808
PJ814,MRT MUTIARA DAMANSARA PINTU C,JLN PJU 7/1,3.1564871,101.6078861,T809
PJ815,DERET KEDAI PJU 7/7A,JLN PJU 7/7,3.158299,101.604635,T809
PJ816,KOMERSIAL PJU 7/16,JLN PJU 7/15,3.159746,101.603534,T809
PJ373,RITZE PERDANA 2,JLN PJU 8/1,3.164541,101.61107,T809
PJ375,PERDANA SHOPPING CENTRE,JLN PJU 8/1,3.16754,101.606431,T809
PJ817,PERDANA EXCLUSIVE CONDO,JLN PJU 8/1,3.169383,101.605336,T809
PJ845,ARMANEE TERRACE,JLN PJU 8/1,3.171294,101.60347,T809
PJ377,METROPOLITAN SQUARE,JLN PJU 8/1,3.166058,101.6079794,T809
PJ380,NEO DAMANSARA,JLN PJU 7/1,3.164181,101.611656,T809;T810
PJ381,TESCO MUTIARA DAMANSARA,JLN PJU 7/2,3.160358,101.612236,T809;T810
PJ809,MRT MUTIARA DAMANSARA PINTU B,JLN PJU 7/1,3.155687,101.608187,T809;T810
PJ822,OASIS BANDAR UTAMA,TENGKAT BANDAR UTAMA,3.150298,101.610138,T809
PJ530,1 UTAMA BUS TERMINAL,CENTRAL PARK AVENUE,3.15121178,101.6129845,T809
PJ721,1 UTAMA,CENTRAL PARK AVENUE,3.15024249,101.614903,T809
PJ532,1 UTAMA - LDP,LDP,3.150434,101.6165242,T809
PJ533,IKEA (BARAT),PERS SURIAN,3.154997,101.61071,T809
PJ534,IKEA (TIMUR),JLN PJU 7/1,3.1555305,101.6123537,T810
PJ810,BUKIT LANJAN (SELATAN),JLN DAMANSARA,3.166295,101.61661,T810
PJ811,BUKIT LANJAN (UTARA),JLN DAMANSARA,3.168696,101.617238,T810
PJ812,PJ TRADE CENTRE,JLN PJU 8/8,3.168488,101.612952,T810
PJ813,EMPIRE DAMANSARA,JLN PJU 8/8,3.166011,101.611775,T810
PJ540,1POWERHOUSE,PERS BDR UTAMA,3.145019,101.617678,T811
PJ541,SMK BANDAR UTAMA BARAT,PERS BDR UTAMA,3.14342975,101.6146692,T811
PJ542,SMK BANDAR UTAMA DAMANSARA 2,LEBUH BANDAR UTAMA,3.13926,101.610239,T811
PJ543,CENTRE POINT BANDAR UTAMA,LEBUH BANDAR UTAMA,3.137653,101.609339,T811
PJ803,KUARTERS GURU BANDAR UTAMA,LEBUH BANDAR UTAMA,3.13175,101.606893,T811
PJ836,WESTPOINT,LEBUH BANDAR UTAMA,3.129409,101.606735,T811
PJ804,MASJID BANDAR UTAMA,LEBUH BANDAR UTAMA,3.126222,101.606298,T811
PJ842,PERUMAHAN BU 12/7,LEBUH BANDAR UTAMA,3.125286,101.604316,T811
PJ805,MUTIARA TROPICANA (1),PERSIARAN TROPICANA,3.128753,101.599721,T811
PJ515,SMK TROPICANA,JALAN TROPICANA SELATAN,3.128851,101.598477,T811
PJ516,BAYU PUTERI APARTMENT,JALAN TROPICANA SELATAN,3.131942,101.597402,T811
PJ522,MERCHANT SQUARE,JALAN TROPICANA SELATAN,3.132555,101.600965,T811
PJ523,ASRAMA TROPICANA,JALAN TROPICANA SELATAN,3.131893,101.600374,T811
PJ525,KOMERSIAL MUTIARA TROPICANA,JALAN TROPICANA SELATAN,3.129196,101.599069,T811
PJ837,MUTIARA TROPICANA (2),PERSIARAN TROPICANA,3.129356,101.600492,T811
PJ838,PERUMAHAN BU 11/12,LEBUH BANDAR UTAMA,3.125476,101.604262,T811
PJ839,MASJID BANDAR UTAMA (OPP),LEBUH BANDAR UTAMA,3.126454,101.606214,T811
PJ840,PERUMAHAN BU 11/7,LEBUH BANDAR UTAMA,3.129818,101.606471,T811
PJ841,PERUMAHAN BU 11/1,LEBUH BANDAR UTAMA,3.131448,101.606612,T811
PJ780,MASJID KAYU ARA,JALAN MASJID,3.135442,101.612419,T811
PJ781,PANGSAPURI PELANGI,JALAN MASJID,3.139109,101.613941,T811
PJ782,SK BANDAR UTAMA DAMANSARA 2,JALAN MASJID,3.14144,101.615209,T811
PJ783,SMK BANDAR UTAMA UTARA,JALAN MASJID,3.142768,101.615573,T811
PJ539,1POWERHOUSE (OPP),PERS BDR UTAMA,3.144955,101.617128,T811;T812
KL2264,KOMERSIAL BURHANUDDIN (1),JLN BURHANUDDIN HELMI,3.152225,101.6207,T812
KL2265,KOMERSIAL BURHANUDDIN (2),JLN BURHANUDDIN HELMI,3.152976,101.6228,T812
KL2266,VILLA FLORA CONDO,JLN BURHANUDDIN HELMI,3.15364,101.6246,T812
KL2267,KIARA PARK CONDO,JLN BURHANUDDIN HELMI,3.154278,101.6265,T812
KL2349,MASKIARA RESIDENCES,JALAN DATUK SULAIMAN,3.15581,101.62698,T812
KL2350,MASJID JAMEK KG. SG. PENCHALA,JALAN DATUK SULAIMAN,3.161909,101.62637,T812
KL2332,KG SG PENCHALA (1),JLN SG PENCHALA,3.161741,101.6255,T812
KL1447,KG SG PENCHALA (2),JLN SG PENCHALA,3.160097,101.6242,T812
KL1445,KG SG PENCHALA (3),JLN SG PENCHALA,3.159951,101.6185,T812
KL2351,PETRONAS SG. PENCHALA,JALAN DAMANSARA,3.158074,101.61573,T812
PJ537,FIRST AVENUE,LEBUH BDR UTAMA,3.147767,101.614632,T812
KJ2341,MRT TTDI,JLN DAMANSARA,3.1357055,101.6305424,T813
PJ722,SMK DAMANSARA UTAMA,LDP,3.137431,101.624458,T813
PJ631,JEJANTAS LDP SS 20 SELATAN,LDP,3.13482,101.624944,T813
PJ630,JEJANTAS LDP SS 21 UTARA,LDP,3.13517887,101.6245051,T813
PJ208,KOMERSIAL SS 21/56B,JLN SS 21/56,3.13799801,101.6226968,T813
PJ142,KOMERSIAL SS 21/1A,JLN SS21/1,3.13541233,101.6210014,T813
PJ726,JEJANTAS SPRINT SS 21 TIMUR,L/RAYA SPRINT,3.13238501,101.6216093,T813
PJ723,JEJANTAS SPRINT SS 22 BARAT,L/RAYA SPRINT,3.13215182,101.6207217,T813
PJ818,SMK DAMANSARA JAYA (OPP),JLN SS 23/23,3.130064,101.616797,T813
PJ819,POS DAMANSARA JAYA,JLN SS 23/43,3.127722,101.615819,T813
PJ489,ATRIA,JLN SS 22/48,3.126633,101.617481,T813
PJ510,KDU,JLN SS 22/41,3.126906,101.622453,T813
PJ728,TROPICANA MALL,L/RAYA SPRINT,3.13115456,101.6284433,T813
KL2352,MRT TTDI PINTU B,JLN DAMANSARA,3.1359038,101.6314814,T814
KL1457,KOMERSIAL TUN FUAD (2),PERS DATO SULAIMAN,3.14222318,101.6295442,T814
KL1458,KOMERSIAL TUN FUAD (3),PERS ZAABA,3.1420927,101.6278262,T814
KL1459,PERUMAHAN ZAABA,PERS ZAABA,3.14380544,101.6222958,T814
KL1467,SMK TTDI,JALAN LEONG YEW KOH,3.1459402,101.6228163,T814
KL1468,PERUMAHAN TTDI,JALAN LEONG YEW KOH,3.1465229,101.625574,T814
KL2261,PERUMAHAN BURHANUDDIN HELMI 2 (BARAT),JLN BURHANUDDIN HELMI 2,3.146837,101.61999,T814
KL1475,TTDI (TIMUR),JLN DATUK SULAIMAN,3.148628,101.629117,T814
KL2262,PERUMAHAN BURHANUDDIN HELMI 2 (UTARA),JLN BURHANUDDIN HELMI 2,3.149602,101.6203,T814
KL2414,SPG JLN ATHINAHAPAN 1,JLN ATHINAHAPAN,3.151731,101.627925,T814
KL2353,SIMPANG LORONG BURHANUDDIN HELMI 3,#N/A,3.150607,101.62291,T814
KL2415,SPG JLN ATHINAHAPAN 4,JLN ATHINAHAPAN,3.150774,101.625907,T814
KL2354,SIMPANG LORONG BURHANUDDIN HELMI 8,#N/A,3.149413,101.6236,T814
KL2357,SIMPANG MEDAN ATHINAHAPAN 1,#N/A,3.150632,101.62527,T814
KL2416,SPG LORONG BURHANUDDIN HELMI 8,JLN BURHANUDDIN HELMI 1,3.149215,101.623572,T814
KL2417,PERUMAHAN BURHANUDDIN HELMI 2 (SELATAN),JLN BURHANUDDIN HELMI 2,3.149591,101.620491,T814
KL2418,PERUMAHAN BURHANUDDIN HELMI 2 (TIMUR),JLN BURHANUDDIN HELMI 2,3.146775,101.620199,T814
KL1450,MASJID AT-TAQWA,JLN DATUK SULAIMAN,3.145397,101.629178,T814
KL1451,PERUMAHAN ABANG HJ OPENG,PERS DATO SULAIMAN,3.14225483,101.6298948,T814
KL1456,KOMERSIAL WAN KADIR,JLN DATO MOHD FUAD,3.13966237,101.6291865,T814
PJ823,MRT PHILEO DAMANSARA PINTU A,JLN 16/11,3.128419,101.642747,T786;T815;T816
PJ240,TIARA DAMANSARA (UTARA),JLN 17/1,3.127542,101.639015,T815
PJ241,TIARA DAMANSARA (SELATAN),JLN 17/1,3.124972,101.638453,T815
PJ236,UIA PJ (BARAT),JLN 17/1,3.120783,101.638431,T815
PJ237,UIA PJ (SELATAN),JLN UNVERSITI,3.118803,101.639111,T786;T815
PJ245,SMK SULTAN ABD SAMAD (TIMUR),JLN UNIVERSITI,3.118629,101.64512,T815
PJ247,MAHSA UNIVERSITY (TIMUR),JLN UNIVERSITI,3.117022,101.6497826,T815
KL1105,FAKULTI PERNIAGAAN DAN PERAKAUNAN,LINGKUNGAN BUDI,3.118395,101.654267,T815
KL1109,PERPUSTAKAAN UM,LINGKUNGAN BUDI,3.12112,101.6535802,T815
KL1108,PUSAT ASASI SAINS (DARI STN),LINGKUNGAN BUDI,3.121818,101.6582647,T815
KL2342,INSTITUT PENGAJIAN SISWAZAH,LINGKUNGAN BUDI,3.124555,101.660094,T815
KL2343,KOLEJ KEDIAMAN KELIMA,LINGKUNGAN BUDI,3.1267,101.659745,T815
KL2344,PUSAT SUKAN UM,LINGKUNGAN BUDI,3.129382,101.660166,T815
KL2345,KOLEJ KEDIAMAN KESEPULUH,LINGKUNGAN BUDI,3.129867,101.650516,T815
KL2346,FAKULTI SAINS KOMPUTER,LINGKUNGAN BUDI,3.127692,101.650261,T815
KL2347,FAKULTI PENGAJIAN MELAYU,LINGKUNGAN BUDI,3.126191,101.651601,T815
KL2348,KOLEJ KEDIAMAN KEEMPAT,LINGKUNGAN BUDI,3.124387,101.651543,T815
KL2137,FAKULTI UNDANG-UNDANG,LINGKUNGAN BUDI,3.118615,101.6610244,T815
KL1103,KOLEJ KEDIAMAN PERTAMA,LINGKUNGAN BUDI,3.118124,101.6593226,T815
KL1104,FAKULTI KEJURUTERAAN (UTARA),LINGKUNGAN BUDI,3.119097,101.6555372,T815
PJ260,MAHSA UNIVERSITY (BARAT),JLN UNIVERSITI,3.117962,101.648049,T815
PJ263,SMK SULTAN ABD SAMAD (BARAT),JLN UNIVERSITI,3.118271,101.6450737,T815
PJ239,PUSAT ASASI MAHALLAH AISYAH UIA,JLN DATO ABU BAKAR,3.119611,101.6432035,T786;T815
PJ619,EASTIN HOTEL,JLN 16/11,3.128304,101.64286,T786;T815
PJ620,KG SERI DAMANSARA,JLN 16/11,3.13158109,101.6319485,T786;T816
PJ709,DAMANSARA INTAN,SPRINT H'WAY,3.130767,101.628631,T816
PJ710,BOMBA SS2,SS2/2,3.126158,101.6232,T816
PJ347,PUSAT PERNIAGAAN SS2 (SELATAN),JLN SS 2/55,3.1172782,101.6209777,T816
PJ348,JEJANTAS SS2/24 (UTARA),JLN SS2/24,3.118025,101.62525,T816
PJ349,KOMERSIAL SS19/8,JLN SS 19/8,3.1188983,101.628694,T816
PJ210,HOTEL LISA DE INN,JLN UNIVERSITI,3.118231,101.63065,T786;T816
PJ216,PASAR SEKSYEN 17,JLN 17/2,3.120059,101.6321651,T816
PJ217,PADANG SRK SRI DAMAI,JLN 17/11,3.121181,101.633833,T816
PJ219,HAPPY MANSION APARTMENT,JLN 17/13,3.12339254,101.634025,T816
PJ220,HAPPY APARTMENT GATE A,JLN 17/13,3.12470547,101.6345616,T816
PJ233,SHELL 17/22,JLN 17/22,3.124703,101.636736,T816
KL2420,MRT PUSAT BANDAR DAMANSARA PINTU A,LEBUHRAYA SPRINT,3.143913,101.663488,T817
KL1138,BSC (SELATAN),JLN SENA,3.143067,101.667969,T817
KL1148,SMK BUKIT BANDARAYA,LORONG MAAROF,3.142564,101.671631,T817
KL1149,KONDO BANGSAR INDAH,LORONG MAAROF,3.140239,101.672719,T817
KL1150,JUNC JLN LIMAU BESAR,LORONG MAAROF,3.138083,101.673411,T817
KL1151,BANGSAR PARK (UTARA),LORONG MAAROF,3.135734,101.67346,T817
KL1152,BANGSAR PARK (SELATAN),LORONG MAAROF,3.133707,101.67339,T817
KL1141,PREMISE NO 83,JLN MAAROF,3.13237,101.672611,T817
KL2335,PETRON,JLN MAAROF,3.127586,101.675503,T817
KL2148,MID VALLEY SOUTH COURT,LINGKARAN SYED PUTRA,3.11634269,101.6761083,T817
KL1134,KOMERSIAL TELAWI (SELATAN),JLN MAAROF,3.132295,101.672514,T817
KL1135,KOMERSIAL TELAWI (UTARA),JLN MAAROF,3.134083,101.672472,T817
KL1160,BUKIT BANDARAYA,JLN MAAROF,3.139244,101.672175,T817
KL1136,BSC (UTARA),JLN MAAROF,3.142383,101.667967,T817
KL1137,KONDO SRI PENAGA,JLN MAAROF,3.14220641,101.6645872,T817
KL1162,DC MALL,JLN JOHAR,3.146056,101.660628,T817;T819;T820
KL2340,MRT SEMANTAN PINTU A,JLN SEMANTAN,3.150836,101.665186,T817
KL1681,DESA SRI HARTAMAS,JALAN SRI HARTAMAS 22,3.163531,101.647644,T818
KL2338,PLAZA CRYSTELVILLE,JLN 23/70A,3.163079,101.651397,T818
KL1485,PLAZA PRISMA VILLE,JLN 23/70A,3.161178,101.649658,T818
KL2412,SMK SERI HARTAMAS (OPP),SPRINT HIGHWAY,3.157071,101.64762,T818;T852
KL1904,PUSAT SAINS NEGARA (TIMUR),PERS BKT KIARA,3.14744578,101.6451377,T818;T852
KL1905,TEKNOLOGI PENDIDIKAN (TIMUR),PERS BKT KIARA,3.14636434,101.647867,T818;T852
KL1171,PLAZA DAMANSARA (TIMUR),JLN SETIA MURNI,3.15071243,101.6532176,T818;T852
KL1906,MASJID SAIDINA UMAR (TIMUR),JLN SETIA BUDI,3.1495547,101.6564009,T818
KL1174,MRT SEMANTAN PINTU B,JLN DUNGUN,3.151592,101.665611,T818;T819;T820;T821;T852
KL2397,SPG JLN TERUNTONG,JLN BRUAS,3.158513,101.65983,T818;T821;T852
KL2398,SPG LORONG BRUAS,JLN BRUAS,3.159725,101.65862,T818;T821;T852
KL2399,SPG PERS BRUAS,JLN BRUAS,3.160025,101.65724,T818;T821;T852
KL2400,SPG LORONG BASONG,JLN BRUAS,3.159475,101.65655,T818;T821;T852
KL1170,PLAZA DAMANSARA (BARAT),JLN MEDAN SETIA,3.14881632,101.6533428,T818;T852
KL1919,TEKNOLOGI PENDIDIKAN (BARAT),PERS BKT KIARA,3.14608055,101.6479453,T818;T852
KL1918,PUSAT SAINS NEGARA (BARAT),PERS BKT KIARA,3.1470284,101.645068,T818;T852
KL1807,SMK SERI HARTAMAS,SPRINT HIGHWAY,3.1579586,101.6479577,T818;T852
KL1480,DESA SRI HARTAMAS (1),JLN 19/70A,3.160542,101.649575,T818
KL2337,DESA SRI HARTAMAS (2),JLN 19/70A,3.16196231,101.6482609,T818
KL1175,HP TOWER,JLN GELANGGANG,3.151882,101.66379,T819;T820
KL1173,MENARA MANULIFE,JLN BERINGIN,3.1514416,101.66309,T819;T820;T821
KL2424,DAMANLELA CARPARK,JALAN DAMANLELA,3.149062,101.662504,T819;T820
KL1177,UOA DAMANSARA,JLN SEMANTAN,3.15151904,101.6667149,T819;T820;T821
KL1178,WISMA DAMANSARA (TIMUR),JLN SEMANTAN,3.15071501,101.6686764,T819;T820;T821
KL531,MASJID AL FIRDAUS (OPP),JALAN 1/42,3.188024,101.669172,T819
KL1861,SK SEGAMBUT (OPP),JALAN 1/42,3.187117,101.668405,T819
KL541,SMK SEGAMBUT (OPP),JLN SEGAMBUT,3.186762,101.667238,T819
KL2331,KTM SEGAMBUT,PINTASAN SEGAMBUT,3.186979,101.663839,T819
KL1507,HIGH COMMISSION OF INDIA (OLD),JLN TUANKU ABDUL HALIM,3.15833074,101.6712938,T819;T821
KL1487,DUTA VISTA,JLN DUTA,3.15083588,101.6745989,T819;T820
KL1077,KL SENTRAL,JALAN STN SENTRAL 5,3.134892,101.685756,T819
KL1916,WISMA DAMANSARA (BARAT),JLN SEMANTAN,3.15060104,101.669228,T819;T820;T821
KL1071,TUGU NEGARA,JLN PARLIMEN,3.149653,101.686156,T820
KL1072,MENARA BANK RAKYAT (TIMUR),JLN PARLIMEN,3.150772,101.691433,T820
KL39,MENARA DBKL 2,JLN RAJA LAUT,3.1536178,101.6944571,T820
KL1061,MENARA BANK RAKYAT (BARAT),JLN PARLIMEN,3.150606,101.691297,T820
KL1073,TAMAN TASIK PERDANA,JLN PARLIMEN,3.148694,101.685489,T820
KL2401,SK BUKIT DAMANSARA,JLN BERINGIN,3.1576,101.65683,T821
KL1172,AMAN BERINGIN,JLN BERINGIN,3.1563833,101.660286,T821
KL2402,BERINGIN RESIDENCE,JLN BERINGIN,3.153772,101.66242,T821
KL1015,LEMBAGA PEPERIKSAAN,JLN TUANKU ABDUL HALIM,3.16880556,101.6709084,T821
KL1016,PUBLIKA,JLN DUTAMAS 1,3.170194,101.665338,T821;T852
KL1021,MATRADE,JALAN SULTAN HAJI AHMAD SHAH,3.175439,101.667297,T821
KL1892,MATRADE (BARAT),null,3.177624,101.667362,T821
KL2488,MENARA MITI,JALAN SULTAN HAJI AHMAD SHAH,3.175449,101.668479,T821
KL1895,KOMPLEKS MAHKAMAH KUALA LUMPUR,JLN SULTAN HJ AHMAD SHAH,3.176106,101.671422,T821
KL1026,WISMA HASIL,JLN SULTAN HJ AHMAD SHAH,3.173453,101.672886,T821
KL1762,KL1762 PUSAT KHIDMAT LEMBAH PANTAI,LORONG MAAROF,3.129266,101.674383,T850
KL1143,KL1143 BANGSAR PARK (SELATAN),LORONG MAAROF,3.130798,101.673309,T850
KL1158,KL1158 KOMERSIAL BANGSAR BARU,LORONG MAAROF,3.132373,101.673216,T850
KL1145,KL1145 BANGSAR PARK (UTARA),LORONG MAAROF,3.135601686,101.6732433,T850
KL1136,KL1136 BANGSAR SHOPPING CENTER (OPP),JLN MAAROF,3.142399,101.667978,T850
KL1137,KL1137 SRI PENAGA CONDOMINIUM,JLN MAAROF,3.142206411,101.6645872,T850
KL1162,KL1162 DC MALL,JLN JOHAR,3.145951,101.660649,T850
KL1174,KL1174 MRT SEMANTAN PINTU B,JLN SEMANTAN,3.151704,101.665622,T850
KL1175,KL1175 HP TOWERS,JLN GELENGGANG,3.151841,101.663715,T850
KL2424,KL2424 DAMANLELA CARPARK,JLN DAMANLELA,3.149055,101.66251,T850
KL1163,KL1163 DC MALL (TIMUR),JLN DAMANLELA,3.146747015,101.6627987,T850
KL1138,KL1138 BANGSAR SHOPPING CENTER (TIMUR),JLN SENA,3.143125,101.668006,T850
KL1148,KL1148 SMK BUKIT BANDARAYA,LORONG MAAROF,3.142508418,101.6718083,T850
KL1153,KL1153 BANGSAR PARK (SELATAN),LORONG MAAROF,3.130729,101.673479,T850
KL1154,KL1154 PUSAT KHIDMAT LEMBAH PANTAI,LORONG MAAROF,3.129343,101.674519,T850
KL1883,PERUMAHAN,JLN SRI HARTAMAS 1,3.159662,101.651436,T852
KL1885,PLAZA DAMAS,JLN SRI HARTAMAS 1,3.163282,101.65643,T852
KL1887,WISMA KDN,JLN SRI HARTAMAS 1,3.167836,101.66709,T852
KL1889,SOLARIS MONT KIARA,JLN DUTA KIARA,3.173752,101.65992,T852
KL1891,LUMINA KIARA CONDOMINIUM (OPP),JLN DUTA KIARA,3.174251,101.65724,T852
KL2406,MONT KIARA MERIDIN (OPP),JLN DUTA KIARA,3.174034,101.65398,T852
KL2407,MONT KIARA BANYAN,JLN KIARA,3.173559,101.653244,T852
KL2408,MONT KIARA INTERNATIONAL SCHOOL,JLN KIARA,3.171386,101.65351,T852
KL2409,ARCORIS,JLN KIARA,3.168125,101.65288,T852
KL2410,SHOPLEX MONT KIARA,JLN KIARA,3.167255,101.652756,T852
KL2411,1 MONT KIARA,JLN KIARA,3.165445,101.65254,T852
KL2404,SPG JLN SETIAJAYA,JLN BERINGIN,3.146575,101.65582,T852
,SEKOLAH SULTAN ALAM SHAH,JLN ALAMANDA,2.946936,101.710523,P101
PPJ35,PPJ35 KEMENTERIAN WANITA & MASYARAKAT,PERS PERDANA,2.902484,101.680169,P101;P104;T511
PPJ5,PPJ5 PRESINT 5 (BARAT),JLN P5,2.895592,101.673208,P101;P104;T511
PPJ6,PPJ6 HERIOT-WATT UNIVERSITY P5 (OPP),JLN P5,2.897694,101.671086,P101;P104
PPJ7,PPJ7 KEMENTERIAN PELANCONGAN,JLN P5,2.898823,101.668346,P101;P104
PPJ8,PPJ8 APARTMENT 5R1 P5 (OPP),JLN P5,2.898637,101.666378,P101;P104
PPJ9,PPJ9 PRESINT 6 (SELATAN),JLN P5,2.897135,101.665762,P101;P104
PPJ11,PPJ11 KEMENTERIAN PENGAJIAN TINGGI,JLN P5,2.895867,101.667752,P101
PPJ19,PPJ19 HERIOT-WATT UNIVERSITY P5,JLN P5,2.898268,101.670839,P101;P104
PPJ327,PPJ327 PRESINT 5 (BARAT),JLN P5,2.896024,101.673401,P101;P104;T511
PPJ37,PPJ37 DATARAN GEMILANG,LINGKARAN GEMILANG DUA,2.903986,101.679528,P101;P105
PPJ128,PPJ128 PERUMAHAN P11A 1/3,JLN P11A,2.957548,101.682785,P102
PPJ129,PPJ129 PERUMAHAN P11A 1/1,JLN P11A,2.958563,101.686359,P102
PPJ74,PPJ74 PERUMAHAN P10/9,PERS SERI PERDANA,2.951926,101.686773,P102
PPJ75,PPJ75 KOMPLEKS SERI PERDANA,PERS SERI PERDANA,2.949071,101.687234,P102
PPJ76,PPJ76 KOMPLEKS LANAI,PERS SERI PERDANA,2.944683,101.687606,P102
,HENTIAN P14,JLN P14L,2.948214,101.723635,P103
PPJ206,PPJ206 SEKOLAH ARAB MODIN ANTARABANGSA,JLN P14,2.949377,101.725721,P103
PPJ207,PPJ207 KOMPLEKS NASYRUL QURAN (TIMUR),JLN P14,2.950623,101.728451,P103
PPJ208,PPJ208 GERAI KOMUNITI P14,JLN P14,2.954283,101.727658,P103
PPJ209,PPJ209 APARTMENT P14,JLN P14,2.953839,101.724562,P103
PPJ210,PPJ210 KOMPLEKS MAKSAK,JLN P14,2.952303,101.723668,P103
PPJ211,PPJ211 PERUMAHAN P14G,JLN P14,2.952346,101.721164,P103
PPJ212,PPJ212 PERUMAHAN P14F 1,JLN P14,2.953612,101.718796,P103
PPJ213,PPJ213 PERUMAHAN P14B 2/5,JLN P14,2.952293,101.716448,P103
PPJ214,PPJ214 PERUMAHAN P14B 2,JLN P14,2.949997,101.717018,P103
PPJ215,PPJ 215 PERUMAHAN P14B 1,JLN P14,2.947447,101.718287,P103
PPJ374,PPJ374 PPA P15 12B,JLN P15,2.939484,101.721765,P103
PPJ375,PPJ375 PPA P15 12B,JLN P15,2.941262,101.721572,P103
PPJ219,PPJ219 SURAU AL-FATIH P15,JLN P15,2.943072,101.721267,P103
PPJ203,PPJ203 P15 (UTARA),LEBUH PERDANA TIMUR,2.943287,101.719188,P103
PPJ235,PPJ235 ALAMANDA (UTARA),JLN ALAMANDA,2.941358,101.712079,P103;P106
PPJ274,PPJ274 SHAFTSBURY MALL,JLN ALAMANDA,2.938818,101.712875,P103;P106
PPJ192,PPJ192 PERUMAHAN P14A 1/1,JLN P14,2.947385,101.718099,P103
PPJ193,PPJ193 SURAU AL-MANAR P14,JLN P14,2.949495,101.717211,P103
PPJ194,PPJ194 PERUMAHAN P14C 2/2,JLN P14,2.951852,101.716089,P103
PPJ195,PPJ195 PERUMAHAN P14E 1/2,JLN P14,2.953871,101.718221,P103
PPJ196,PPJ196 PERUMAHAN P14E 2/2,JLN P14,2.952364,101.721649,P103
PPJ197,PPJ197 SMK PUTRAJAYA P14 (1),JLN P14,2.952613,101.723382,P103
PPJ198,PPJ198 SK PUTRAJAYA P14 (1),JLN P14,2.954315,101.724788,P103
PPJ199,PPJ199 GERAI KOMUNITI P14 (OPP),JLN P14,2.954538,101.727515,P103
PPJ200,PPJ200 KOMPLEKS NASYRUL QURAN,JLN P14,2.950204,101.728384,P103
PPJ201,PPJ201 SEKOLAH ARAB MODIN ANTARABANGSA,JLN P14,2.948931,101.725644,P103
PPJ12,PPJ12 APARTMENT 5R3 P5,JLN P5/7,2.896223,101.664215,P104
PPJ14,PPJ14 PRESINT 6 (SELATAN),JLN P5,2.897006,101.665447,P104
PPJ15,PPJ15 APARTMENT 5R1 P5,JLN P5,2.898928,101.666136,P104
PPJ16,PPJ16 KEMENTERIAN PELANCONGAN (OPP),JLN P5,2.899133,101.668458,P104
